VideoId,LabelConfidencePairs
/storage/haibn/yt8m/test_lotus/lotus_video_6697.mp4,342 0.985184 276 0.0864204 0 0.0330217 64 0.0189112 220 0.0160895 606 0.012331 149 0.00994134 1 0.00471982 251 0.00420386 2351 0.00395304 1797 0.00379199 94 0.00352442 2 0.00345901 347 0.00304911 15 0.00300431 17 0.00298509 2761 0.00273478 26 0.00227317 783 0.00224835 1615 0.00216749
/storage/haibn/yt8m/test_lotus/lotus_video_5048.mp4,342 0.999415 0 0.0158952 5 0.0158247 1 0.00909966 16 0.00605091 26 0.00438979 17 0.00261083 19 0.00257975 315 0.00189453 268 0.00181702 8 0.00163022 34 0.0015431 7 0.00137892 136 0.00128976 327 0.0011352 141 0.000965357 255 0.000924259 9 0.000823855 194 0.000807136 282 0.000795275
/storage/haibn/yt8m/test_lotus/lotus_video_4829.mp4,342 0.97604 18 0.0396965 2366 0.0164029 782 0.0129189 569 0.0128253 26 0.012535 15 0.0114773 576 0.0100111 1200 0.00847146 334 0.00795624 5 0.00588477 409 0.00585499 16 0.00430459 485 0.00376594 1 0.00355452 150 0.00349352 80 0.00319004 170 0.00317284 203 0.00312069 59 0.0029633
/storage/haibn/yt8m/test_lotus/lotus_video_3467.mp4,342 0.99739 60 0.00632626 16 0.00529233 1 0.0050866 8 0.00483179 7 0.00402519 428 0.00398678 5 0.00394088 0 0.00321195 43 0.0030379 2 0.00276646 141 0.00265893 17 0.00231045 15 0.00226107 19 0.00196424 96 0.00192764 59 0.00173053 180 0.00140131 45 0.00139192 101 0.00133562
/storage/haibn/yt8m/test_lotus/lotus_video_3848.mp4,342 0.998704 11 0.0423841 16 0.0175475 5 0.0150586 229 0.0123604 73 0.00773704 637 0.00757799 883 0.00582951 368 0.00574702 23 0.00540683 9 0.00504294 0 0.00456506 18 0.00452706 15 0.00435099 2 0.00423327 1 0.00409812 511 0.0040209 36 0.00383088 141 0.0037607 3100 0.00373435
/storage/haibn/yt8m/test_lotus/lotus_video_1908.mp4,342 0.997829 21 0.274569 23 0.19875 24 0.160762 73 0.0455028 1 0.0188875 0 0.0112925 115 0.00544792 16 0.00491723 2 0.00425136 74 0.0035142 504 0.00338447 105 0.00327954 676 0.0030202 554 0.00281411 209 0.00275475 288 0.00274971 5 0.00241524 7 0.00216338 9 0.00198162
/storage/haibn/yt8m/test_lotus/lotus_video_4901.mp4,342 0.999545 0 0.00776756 26 0.00748414 1 0.00470257 16 0.00308821 8 0.00228906 438 0.00207666 159 0.00181589 42 0.00147337 111 0.00108695 36 0.00105685 64 0.000939727 196 0.000886917 19 0.000835091 99 0.000734478 298 0.000719428 5 0.000703454 315 0.000677377 556 0.000634968 45 0.000598967
/storage/haibn/yt8m/test_lotus/lotus_video_6935.mp4,342 0.991736 1 0.0182521 99 0.00981659 16 0.0083079 8 0.00730529 0 0.00664628 36 0.00617817 26 0.00389725 215 0.00234237 6 0.00210682 414 0.00184175 64 0.00165063 176 0.00156626 5 0.00148326 282 0.00141519 428 0.00130883 329 0.00118038 252 0.00115067 477 0.00107118 105 0.00104994
/storage/haibn/yt8m/test_lotus/lotus_video_5951.mp4,342 0.981085 0 0.125531 242 0.0379713 470 0.0146892 254 0.0137884 1 0.00858223 459 0.00756094 16 0.00362003 438 0.00361627 88 0.00226328 113 0.00224608 119 0.00221163 26 0.00218275 64 0.00208074 313 0.00174847 5 0.00169837 15 0.00138173 580 0.00128344 19 0.00126824 186 0.00123349
/storage/haibn/yt8m/test_lotus/lotus_video_3720.mp4,342 0.991565 1 0.00329366 0 0.00253725 15 0.00235146 26 0.00192282 18 0.00144765 16 0.0013355 7 0.0010432 105 0.000953048 5 0.000905871 2562 0.000860095 315 0.000827849 64 0.00077045 2 0.000759661 36 0.000693798 8 0.000690192 1493 0.000686556 62 0.000649959 9 0.000610292 11 0.000607997
/storage/haibn/yt8m/test_lotus/lotus_video_883.mp4,342 0.997862 353 0.335619 60 0.287375 1 0.0681796 519 0.053184 673 0.0412052 35 0.0407315 0 0.0184597 995 0.017529 85 0.0109201 666 0.00955218 166 0.00687805 101 0.00546694 482 0.00476635 43 0.0047392 286 0.00325331 1918 0.00262254 347 0.00248489 159 0.00221282 18 0.00200751
/storage/haibn/yt8m/test_lotus/lotus_video_6929.mp4,342 0.99076 11 0.739704 22 0.224533 29 0.154234 20 0.07287 173 0.0326755 477 0.0307663 560 0.026739 528 0.0263948 32 0.0249155 303 0.014212 397 0.00871727 1254 0.00837114 211 0.00489771 0 0.00484559 930 0.00394496 892 0.00336257 120 0.00295427 18 0.0028345 221 0.00280124
/storage/haibn/yt8m/test_lotus/lotus_video_8999.mp4,342 0.998028 0 0.958086 1 0.0517357 12 0.0213181 63 0.00566751 336 0.00255677 5 0.00153071 16 0.000829667 312 0.000826657 335 0.000650138 337 0.000539213 193 0.000519723 69 0.000507534 349 0.000456899 9 0.000437886 309 0.000423461 26 0.000378966 25 0.000373155 327 0.000359029 1459 0.00031054
/storage/haibn/yt8m/test_lotus/lotus_video_6392.mp4,342 0.999764 64 0.550515 149 0.216109 26 0.0894228 442 0.0814157 16 0.0227015 119 0.016454 159 0.0161116 113 0.0149325 268 0.0125456 755 0.0123953 5 0.00822178 44 0.00706345 106 0.00702602 337 0.00562254 186 0.00505084 51 0.00501078 2 0.00474513 309 0.00443131 282 0.00442639
/storage/haibn/yt8m/test_lotus/lotus_video_4317.mp4,342 0.999607 39 0.0648283 1 0.0248275 0 0.00886303 5 0.00654089 35 0.00405589 16 0.00320879 136 0.00262591 156 0.00222877 233 0.00204507 207 0.00119019 393 0.00114822 80 0.00104773 121 0.000985324 66 0.000921309 202 0.000897586 368 0.000880152 150 0.000823349 595 0.00077334 50 0.000738323
/storage/haibn/yt8m/test_lotus/lotus_video_4913.mp4,342 0.988442 148 0.595999 1 0.248228 35 0.116262 64 0.0923028 66 0.0728986 3811 0.0472004 2 0.0318058 134 0.0297372 1062 0.0239287 180 0.0234716 0 0.0209515 766 0.0204428 593 0.0183126 268 0.0148734 999 0.0142458 438 0.0114266 159 0.011329 1637 0.0110815 26 0.0101635
/storage/haibn/yt8m/test_lotus/lotus_video_1464.mp4,342 0.998104 1 0.0195145 0 0.0128724 16 0.00704753 19 0.00462607 5 0.00392899 8 0.00379503 7 0.00376463 17 0.00353679 26 0.00229615 48 0.00202748 105 0.00190675 2 0.00177738 25 0.00148535 9 0.0012536 349 0.00113395 64 0.00104237 34 0.00103706 136 0.00103191 282 0.000991076
/storage/haibn/yt8m/test_lotus/lotus_video_3375.mp4,342 0.999921 0 0.0109905 8 0.00509161 15 0.00344786 18 0.00326103 315 0.00268736 7 0.00243822 1 0.00237557 16 0.00224245 5 0.00203091 239 0.00155213 308 0.00147304 141 0.00109819 26 0.00102395 133 0.00100228 69 0.00098601 2 0.00087297 19 0.000870168 505 0.000735134 9 0.00065732
/storage/haibn/yt8m/test_lotus/lotus_video_552.mp4,342 0.979846 11 0.601342 32 0.387906 29 0.315209 22 0.0846153 20 0.0346351 221 0.0302107 1209 0.00525236 0 0.00481424 692 0.00390753 543 0.00371572 99 0.00364926 477 0.00336334 368 0.00317788 112 0.0019905 1501 0.00191289 303 0.00183174 1 0.00180233 528 0.00167492 26 0.00141263
/storage/haibn/yt8m/test_lotus/lotus_video_444.mp4,342 0.996172 184 0.0793662 380 0.0259941 88 0.0203377 416 0.0197885 1 0.0144753 364 0.00803679 0 0.00780466 514 0.00394762 388 0.00213745 307 0.001775 400 0.00166574 16 0.00151655 1013 0.00150836 119 0.00139952 64 0.00139242 7 0.00139055 5 0.00136068 1947 0.00132468 614 0.00128067
/storage/haibn/yt8m/test_lotus/lotus_video_4935.mp4,342 0.999334 99 0.00578281 159 0.00430343 1 0.00407583 26 0.00361025 16 0.00289381 0 0.00288719 459 0.00275943 242 0.0020082 5 0.00147897 18 0.00142965 15 0.00129446 626 0.0012489 150 0.00124449 50 0.00108412 8 0.00100577 204 0.000925601 327 0.000858158 352 0.000841558 65 0.000795245
/storage/haibn/yt8m/test_lotus/lotus_video_6995.mp4,342 0.999976 1 0.0118295 0 0.00964054 8 0.00621003 69 0.00519264 5 0.00436562 36 0.00255504 35 0.00202906 124 0.00176349 94 0.0014362 183 0.00112909 2079 0.000906706 193 0.000863403 428 0.000857711 74 0.000837952 441 0.000791788 16 0.000757962 285 0.000742137 349 0.000730902 132 0.000693798
/storage/haibn/yt8m/test_lotus/lotus_video_2886.mp4,342 0.991319 1 0.0612215 64 0.0294943 2 0.0243672 17 0.023837 19 0.0218435 26 0.0216986 0 0.0154276 43 0.0125385 18 0.00799274 68 0.00792712 59 0.006744 72 0.00649428 60 0.00635469 409 0.00599992 385 0.00569576 268 0.00518608 45 0.00472349 15 0.00463662 9 0.00438967
/storage/haibn/yt8m/test_lotus/lotus_video_4817.mp4,342 0.999519 11 0.0091978 0 0.00578356 26 0.00489298 140 0.00427803 453 0.00348932 1 0.00283381 15 0.00270721 18 0.00236484 8 0.0017527 67 0.00165009 35 0.00160974 334 0.00147018 9 0.00120297 16 0.00107911 438 0.00106028 315 0.000999182 368 0.00098753 92 0.000983238 20 0.000961244
/storage/haibn/yt8m/test_lotus/lotus_video_1938.mp4,342 0.999844 0 0.0458551 5 0.0183006 26 0.0175592 1 0.0165212 136 0.00859597 16 0.00355077 19 0.0026508 17 0.00180382 219 0.00179487 1297 0.00168481 118 0.00165254 157 0.0015991 733 0.00152478 23 0.00142255 105 0.00136057 308 0.00125095 194 0.00117743 21 0.00115258 438 0.00108361
/storage/haibn/yt8m/test_lotus/lotus_video_3922.mp4,342 0.999374 1 0.00649703 0 0.00612998 8 0.00438482 159 0.00197861 6 0.00193331 36 0.00191128 64 0.00185627 5 0.00179151 196 0.00149283 105 0.00126466 69 0.00112671 94 0.00112349 72 0.000938445 17 0.000846058 2 0.000806928 16 0.00078249 68 0.000694185 19 0.00064984 285 0.000644296
/storage/haibn/yt8m/test_lotus/lotus_video_2677.mp4,342 0.99852 53 0.023903 58 0.0231853 1 0.0148859 0 0.00974998 2 0.00468904 18 0.00456753 30 0.00340256 214 0.00311479 15 0.00276795 17 0.00276777 55 0.00221801 2697 0.00195777 16 0.00165096 90 0.00163239 60 0.00158975 608 0.00150466 5 0.00147331 43 0.00146079 19 0.00134552
/storage/haibn/yt8m/test_lotus/lotus_video_6936.mp4,342 0.997976 25 0.00949442 0 0.00923425 1 0.00680462 315 0.00588521 16 0.00397131 8 0.0024308 282 0.00194797 5 0.00184661 26 0.0015913 7 0.00146046 17 0.00139308 18 0.00138089 35 0.00119588 19 0.00118381 2 0.00116524 9 0.0010733 34 0.000971049 45 0.000945032 505 0.000913441
/storage/haibn/yt8m/test_lotus/lotus_video_3316.mp4,342 0.765424 268 0.018242 5 0.0105865 16 0.0103959 26 0.00639537 254 0.00630599 123 0.00564241 94 0.00495189 50 0.00348487 96 0.00323191 8 0.00308186 36 0.00308138 159 0.00283739 81 0.0025467 65 0.00254482 66 0.00249615 2 0.00235516 731 0.00231367 293 0.0020403 503 0.00191051
/storage/haibn/yt8m/test_lotus/lotus_video_3888.mp4,342 0.999996 1 0.0865147 0 0.0714221 157 0.0112188 36 0.00722647 5 0.00560406 105 0.00483605 106 0.00472042 215 0.0033755 35 0.00311941 45 0.0025517 26 0.0018675 25 0.00182796 183 0.00173566 63 0.00161687 42 0.00160581 27 0.00146562 170 0.00146469 424 0.00143021 349 0.00143018
/storage/haibn/yt8m/test_lotus/lotus_video_6341.mp4,342 0.999127 99 0.00517485 159 0.00413138 16 0.00343856 26 0.00340879 1 0.00297672 459 0.00253639 242 0.00233939 50 0.00201726 0 0.00188246 65 0.00153074 626 0.00139996 327 0.00136277 5 0.00127801 150 0.000946432 15 0.000906259 18 0.000865787 66 0.000860423 254 0.000811905 34 0.000774145
/storage/haibn/yt8m/test_lotus/lotus_video_2176.mp4,342 0.999366 39 0.252925 121 0.036507 207 0.0258814 5 0.0237018 156 0.0113312 233 0.00686398 393 0.00618687 16 0.00416407 0 0.00378174 1 0.00331384 529 0.00306201 202 0.00222802 80 0.00222623 26 0.00193805 338 0.0018892 35 0.00157323 265 0.00133291 315 0.00133282 43 0.00119829
/storage/haibn/yt8m/test_lotus/lotus_video_7207.mp4,397 0.999981 96 0.999533 1532 0.987594 15 0.969602 342 0.909181 1784 0.206428 2394 0.0295097 1 0.0212686 0 0.00627026 35 0.0062438 26 0.00514776 262 0.00457644 16 0.00375894 370 0.00365138 2505 0.00342381 2071 0.00278765 3633 0.00228679 5 0.0019505 789 0.00190917 196 0.00184456
/storage/haibn/yt8m/test_lotus/lotus_video_8330.mp4,342 0.998254 60 0.0854446 239 0.0612469 669 0.0363875 519 0.0300518 666 0.0212438 186 0.0211718 1452 0.0208986 2 0.0171111 289 0.0149603 45 0.0101349 1837 0.0100138 1238 0.00999191 363 0.0092724 995 0.00788635 427 0.00784144 7 0.00752607 1 0.00692448 686 0.00652331 1918 0.00624862
/storage/haibn/yt8m/test_lotus/lotus_video_1346.mp4,342 0.999106 227 0.849572 76 0.032611 1680 0.0184665 2 0.0178209 1688 0.00807789 43 0.00722906 26 0.00605392 0 0.00540486 1 0.00497895 36 0.00314426 186 0.00295904 1280 0.00264207 1487 0.00233993 474 0.00209215 64 0.00188482 19 0.00169787 16 0.00166017 17 0.00156853 7 0.00132713
/storage/haibn/yt8m/test_lotus/lotus_video_2944.mp4,342 0.996154 15 0.103059 1 0.0205945 0 0.0103881 5 0.00768125 502 0.00545496 619 0.00476685 18 0.00384739 26 0.00312382 239 0.00261956 16 0.00249949 7 0.00245303 1174 0.00215214 438 0.00141937 309 0.00134858 87 0.00126565 43 0.0012241 36 0.00120839 686 0.00117537 35 0.00114989
/storage/haibn/yt8m/test_lotus/lotus_video_3130.mp4,342 0.998158 1117 0.0734169 1876 0.028971 282 0.0202 8 0.00971875 1537 0.00457826 311 0.00334769 64 0.00261164 16 0.00245166 66 0.00235397 660 0.00235197 2539 0.00227118 150 0.00216496 240 0.00215793 186 0.00207815 67 0.00206095 595 0.00198823 204 0.00182986 146 0.001562 119 0.0015488
/storage/haibn/yt8m/test_lotus/lotus_video_4279.mp4,53 0.999999 58 0.999998 214 0.998838 494 0.998794 342 0.995751 19 0.949681 163 0.938461 232 0.691288 1894 0.286936 228 0.237932 166 0.0879887 2798 0.0155216 17 0.0138023 427 0.0106983 1423 0.0106176 2373 0.00772449 60 0.00677451 3529 0.00425065 143 0.00424033 2690 0.00294313
/storage/haibn/yt8m/test_lotus/lotus_video_7678.mp4,342 0.999164 598 0.00615409 226 0.00508422 64 0.0046365 282 0.00429446 0 0.00256854 26 0.00227088 315 0.00202164 105 0.00167072 16 0.00146991 99 0.00123167 34 0.00108051 242 0.00100887 74 0.000955492 149 0.000870496 595 0.000849992 505 0.00084427 193 0.000761956 21 0.000759691 660 0.000747323
/storage/haibn/yt8m/test_lotus/lotus_video_7792.mp4,342 0.967644 11 0.779582 32 0.161793 20 0.103246 29 0.0623796 22 0.0349597 26 0.0140494 112 0.00667241 221 0.00582004 123 0.00415289 1115 0.00261745 1 0.00254494 120 0.00247633 0 0.00220174 1528 0.00215209 472 0.00200647 605 0.00185648 1136 0.00170928 315 0.00168416 1126 0.00166556
/storage/haibn/yt8m/test_lotus/lotus_video_8202.mp4,342 0.991965 21 0.421492 23 0.362919 24 0.302919 73 0.156289 0 0.0091857 1 0.00862223 26 0.00820518 115 0.00662908 308 0.00605103 16 0.00528154 315 0.00408036 554 0.00375652 504 0.00356799 131 0.00290623 676 0.0028353 684 0.00240329 158 0.00233981 1180 0.00199875 2 0.00197604
/storage/haibn/yt8m/test_lotus/lotus_video_2378.mp4,342 0.998911 8 0.0902106 1 0.0222872 0 0.00575471 7 0.00353009 69 0.00337699 453 0.00336099 128 0.00266993 68 0.00252259 72 0.00249001 64 0.00245929 99 0.00203285 196 0.00171492 26 0.0013665 110 0.00132906 193 0.00126272 149 0.00120404 2 0.00110573 119 0.00108096 113 0.00104603
/storage/haibn/yt8m/test_lotus/lotus_video_1668.mp4,342 0.995369 26 0.0285942 0 0.00468847 192 0.00456136 80 0.00351226 1 0.00349155 453 0.00297314 5 0.00276899 45 0.00257272 331 0.00253269 113 0.00241959 99 0.00238648 49 0.00201413 19 0.00196606 119 0.00178877 17 0.00171986 16 0.00164214 159 0.00160924 337 0.00136852 130 0.00127137
/storage/haibn/yt8m/test_lotus/lotus_video_6978.mp4,342 0.908289 2495 0.307383 0 0.0479015 1 0.019612 27 0.0186136 102 0.0109707 3065 0.00990987 178 0.00984183 42 0.00877723 1614 0.00750703 35 0.00549066 824 0.00481665 528 0.00462064 477 0.00458857 93 0.00436836 798 0.00403118 805 0.00401488 560 0.00400418 1077 0.00336158 971 0.00314519
/storage/haibn/yt8m/test_lotus/lotus_video_4623.mp4,342 0.996458 25 0.0294862 1 0.02603 15 0.0121665 239 0.00796136 0 0.00795591 36 0.0077692 96 0.00604874 16 0.00592664 363 0.00471145 626 0.00386858 1075 0.00324807 159 0.00249061 517 0.00225544 5 0.00225526 268 0.00219592 141 0.00206068 7 0.00205275 26 0.00198281 427 0.00197652
/storage/haibn/yt8m/test_lotus/lotus_video_34.mp4,342 0.994646 1 0.116815 380 0.0961912 299 0.0917549 184 0.0535715 36 0.0488932 311 0.0343299 88 0.033344 191 0.0251462 248 0.0224187 149 0.0181403 614 0.0176563 64 0.0136264 0 0.0132909 8 0.012795 416 0.010091 2351 0.00750351 26 0.00726089 1013 0.00716367 35 0.00655785
/storage/haibn/yt8m/test_lotus/lotus_video_4911.mp4,342 0.998771 8 0.0342523 0 0.0226009 26 0.0205522 1 0.0144447 36 0.0121872 16 0.00338098 130 0.00306937 99 0.0023925 7 0.00215799 105 0.00201485 9 0.00169152 80 0.00160903 192 0.0015949 150 0.00150517 183 0.0014382 204 0.00133419 45 0.00132793 19 0.00131357 89 0.00125891
/storage/haibn/yt8m/test_lotus/lotus_video_6788.mp4,342 0.998119 66 0.0438671 557 0.0393616 1286 0.0156054 1537 0.0148721 1867 0.0130035 16 0.00949273 909 0.00898871 7 0.00683749 293 0.00650051 26 0.00517741 19 0.00348428 8 0.00319475 5 0.0031215 1 0.00287285 43 0.00285152 766 0.0026471 90 0.00245515 2539 0.00194606 63 0.00186321
